engineid,manufacturer,cylinders,displacement,induction,fueltype,valvetype
895,lexus,12,6.6000000000000005,Forced Induction,Gas,OHV
896,harley-davidson,8,3.6,Forced Induction,Gas,OHV
897,aston-martin,9,4.05,Forced Induction,Hybrid,DOHC
898,honda,8,3.6,Naturally Aspirated,Hybrid,OHV
899,audi,6,3.3000000000000003,Naturally Aspirated,Hybrid,SOHC
900,kia,12,5.4,Forced Induction,Gas,OHV
901,mercedes-benz,3,1.35,Forced Induction,Hybrid,OHV
902,pontiac,12,6.6000000000000005,Naturally Aspirated,Gas,OHV
903,bmw,11,4.95,Forced Induction,Gas,DOHC
904,audi,9,3.6,Forced Induction,Gas,OHV
905,volvo,4,1.8,Forced Induction,Hybrid,DOHC
906,mercedes-benz,3,1.6500000000000001,Forced Induction,Hybrid,OHV
907,honda,10,5.5,Forced Induction,Gas,OHV
908,lexus,9,4.5,Naturally Aspirated,Gas,DOHC
909,mitsubishi,8,3.6,Forced Induction,Diesel,DOHC
910,harley-davidson,4,1.8,Forced Induction,Diesel,SOHC
911,fiat,9,4.95,Naturally Aspirated,Gas,OHV
912,mitsubishi,11,4.4,Forced Induction,Hybrid,DOHC
913,saturn,5,2.75,Naturally Aspirated,Hybrid,DOHC
914,mitsubishi,12,4.800000000000001,Naturally Aspirated,Gas,DOHC
915,honda,10,5.0,Forced Induction,Hybrid,OHV
916,honda,6,2.4000000000000004,Naturally Aspirated,Gas,OHV
917,chevrolet,3,1.2000000000000002,Naturally Aspirated,Hybrid,DOHC
918,mitsubishi,10,5.0,Forced Induction,Hybrid,DOHC
919,fiat,5,2.25,Naturally Aspirated,Gas,DOHC
920,ford,3,1.5,Forced Induction,Diesel,DOHC
921,mini,3,1.35,Forced Induction,Hybrid,DOHC
922,mercedes-benz,3,1.6500000000000001,Naturally Aspirated,Diesel,SOHC
923,jaguar,8,3.2,Naturally Aspirated,Gas,SOHC
924,buick,10,5.0,Forced Induction,Diesel,SOHC
925,ram,3,1.6500000000000001,Forced Induction,Diesel,DOHC
926,volkswagen,5,2.5,Forced Induction,Hybrid,DOHC
927,jaguar,5,2.75,Naturally Aspirated,Gas,OHV
928,kia,9,4.05,Forced Induction,Hybrid,OHV
929,fiat,6,2.7,Forced Induction,Diesel,DOHC
930,lincoln,5,2.25,Naturally Aspirated,Diesel,SOHC
931,hyundai,6,3.3000000000000003,Naturally Aspirated,Hybrid,SOHC
932,volkswagen,9,4.05,Forced Induction,Gas,SOHC
933,lincoln,3,1.6500000000000001,Naturally Aspirated,Hybrid,DOHC
934,mitsubishi,11,6.050000000000001,Naturally Aspirated,Hybrid,DOHC
935,rover,9,4.05,Forced Induction,Gas,OHV
936,chrysler,7,3.5,Naturally Aspirated,Diesel,OHV
937,infiniti,4,2.0,Forced Induction,Hybrid,OHV
938,honda,7,3.15,Forced Induction,Hybrid,DOHC
939,ram,3,1.5,Naturally Aspirated,Gas,DOHC
940,infiniti,5,2.75,Naturally Aspirated,Gas,DOHC
941,buick,4,2.2,Forced Induction,Diesel,OHV
942,kia,8,4.4,Naturally Aspirated,Hybrid,SOHC
943,buick,11,5.5,Naturally Aspirated,Hybrid,OHV
944,chevrolet,7,2.8000000000000003,Naturally Aspirated,Hybrid,DOHC
945,tesla,3,1.2000000000000002,Forced Induction,Hybrid,SOHC
946,volvo,3,1.5,Forced Induction,Diesel,DOHC
948,land rover,7,2.8000000000000003,Naturally Aspirated,Hybrid,OHV
949,subaru,7,2.8000000000000003,Forced Induction,Gas,DOHC
950,acura,3,1.5,Forced Induction,Diesel,SOHC
951,infiniti,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
952,datsun,9,4.05,Forced Induction,Hybrid,DOHC
953,alfa-romeo,5,2.0,Forced Induction,Diesel,DOHC
954,volvo,9,4.95,Naturally Aspirated,Hybrid,SOHC
955,toyota,5,2.5,Naturally Aspirated,Hybrid,DOHC
956,rover,9,4.95,Naturally Aspirated,Gas,SOHC
957,nissan,8,4.4,Naturally Aspirated,Diesel,DOHC
958,infiniti,11,4.4,Naturally Aspirated,Hybrid,SOHC
959,mitsubishi,6,2.7,Forced Induction,Hybrid,DOHC
960,lexus,3,1.6500000000000001,Naturally Aspirated,Gas,DOHC
961,audi,8,4.4,Naturally Aspirated,Gas,DOHC
962,fiat,5,2.75,Naturally Aspirated,Hybrid,DOHC
963,dodge,8,4.0,Naturally Aspirated,Gas,OHV
964,aston-martin,5,2.75,Forced Induction,Hybrid,SOHC
965,ford,9,4.05,Forced Induction,Hybrid,DOHC
966,volvo,10,4.0,Forced Induction,Diesel,DOHC
967,honda,8,3.2,Forced Induction,Diesel,SOHC
968,lincoln,7,2.8000000000000003,Forced Induction,Diesel,DOHC
969,jaguar,10,5.0,Naturally Aspirated,Hybrid,DOHC
970,ferrari,4,1.6,Naturally Aspirated,Diesel,OHV
971,ram,7,3.15,Forced Induction,Diesel,SOHC
972,nissan,5,2.75,Forced Induction,Hybrid,SOHC
973,nissan,11,4.4,Naturally Aspirated,Diesel,OHV
974,saturn,11,4.95,Naturally Aspirated,Gas,DOHC
975,infiniti,9,4.5,Forced Induction,Gas,OHV
976,cadillac,6,3.3000000000000003,Naturally Aspirated,Diesel,SOHC
977,buick,9,4.95,Forced Induction,Hybrid,OHV
978,chevrolet,9,4.95,Naturally Aspirated,Hybrid,DOHC
979,gmc,12,5.4,Naturally Aspirated,Diesel,SOHC
980,chrysler,11,6.050000000000001,Naturally Aspirated,Gas,OHV
982,bmw,8,4.0,Forced Induction,Hybrid,OHV
983,toyota,4,1.8,Forced Induction,Hybrid,SOHC
984,harley-davidson,8,4.4,Forced Induction,Hybrid,SOHC
985,cadillac,12,5.4,Forced Induction,Gas,OHV
986,mercury,7,3.15,Naturally Aspirated,Hybrid,SOHC
987,saturn,10,5.5,Naturally Aspirated,Diesel,OHV
988,subaru,8,3.6,Forced Induction,Gas,OHV
989,chrysler,10,5.5,Naturally Aspirated,Hybrid,OHV
990,aston-martin,10,4.5,Naturally Aspirated,Hybrid,DOHC
991,ford,4,1.6,Forced Induction,Hybrid,OHV
992,buick,6,2.7,Forced Induction,Hybrid,OHV
993,acura,4,2.0,Naturally Aspirated,Diesel,DOHC
994,chrysler,12,4.800000000000001,Forced Induction,Diesel,DOHC
995,bmw,6,2.4000000000000004,Forced Induction,Gas,SOHC
996,gmc,3,1.5,Forced Induction,Hybrid,SOHC
997,pontiac,6,2.7,Forced Induction,Gas,DOHC
998,datsun,10,4.5,Forced Induction,Diesel,OHV
999,chrysler,7,2.8000000000000003,Naturally Aspirated,Hybrid,DOHC
1000,fiat,8,3.2,Forced Induction,Hybrid,OHV
1001,kia,10,5.0,Naturally Aspirated,Hybrid,DOHC
1002,acura,9,4.05,Forced Induction,Gas,DOHC
1003,ram,12,4.800000000000001,Naturally Aspirated,Diesel,DOHC
1004,infiniti,7,3.5,Naturally Aspirated,Hybrid,DOHC
1005,chevrolet,5,2.25,Forced Induction,Hybrid,SOHC
1006,mazda,10,5.5,Forced Induction,Hybrid,SOHC
1007,bmw,8,4.0,Naturally Aspirated,Hybrid,SOHC
1008,mini,3,1.35,Naturally Aspirated,Hybrid,DOHC
1009,mercury,5,2.0,Forced Induction,Gas,OHV
1010,mazda,9,3.6,Forced Induction,Hybrid,OHV
1011,honda,5,2.5,Naturally Aspirated,Gas,DOHC
1012,ferrari,10,5.5,Naturally Aspirated,Hybrid,OHV
1013,mitsubishi,6,2.4000000000000004,Forced Induction,Diesel,OHV
1014,ram,9,4.05,Forced Induction,Diesel,DOHC
1015,harley-davidson,8,3.2,Forced Induction,Diesel,OHV
1016,hyundai,8,3.6,Naturally Aspirated,Diesel,SOHC
1017,volvo,6,2.4000000000000004,Naturally Aspirated,Hybrid,OHV
1018,alfa-romeo,9,4.95,Forced Induction,Gas,DOHC
1019,porsche,12,6.0,Naturally Aspirated,Gas,SOHC
1020,lexus,8,4.4,Forced Induction,Diesel,SOHC
1021,ferrari,4,2.0,Forced Induction,Hybrid,SOHC
1023,kia,8,3.6,Naturally Aspirated,Hybrid,SOHC
1024,chevrolet,9,4.5,Forced Induction,Diesel,SOHC
1025,kia,10,4.5,Naturally Aspirated,Hybrid,DOHC
1026,tesla,9,4.5,Naturally Aspirated,Diesel,OHV
1027,alfa-romeo,6,3.3000000000000003,Forced Induction,Hybrid,SOHC
1028,mini,12,5.4,Naturally Aspirated,Gas,OHV
1029,jaguar,8,3.2,Forced Induction,Diesel,SOHC
1030,tesla,4,2.2,Naturally Aspirated,Gas,DOHC
1031,infiniti,9,4.95,Naturally Aspirated,Diesel,OHV
1032,lincoln,7,3.5,Forced Induction,Diesel,OHV
1033,harley-davidson,6,3.3000000000000003,Forced Induction,Gas,DOHC
1034,datsun,11,4.4,Naturally Aspirated,Hybrid,OHV
1035,cadillac,4,1.6,Naturally Aspirated,Diesel,SOHC
1036,gmc,11,5.5,Naturally Aspirated,Gas,OHV
1037,toyota,10,4.0,Naturally Aspirated,Gas,SOHC
1038,fiat,8,4.0,Forced Induction,Diesel,DOHC
1039,hyundai,10,4.5,Naturally Aspirated,Hybrid,DOHC
1040,acura,7,3.8500000000000005,Forced Induction,Gas,DOHC
1041,fiat,12,5.4,Naturally Aspirated,Hybrid,OHV
1042,audi,5,2.0,Naturally Aspirated,Gas,SOHC
1043,lexus,10,5.0,Naturally Aspirated,Diesel,OHV
1044,audi,6,3.0,Naturally Aspirated,Diesel,DOHC
1045,chevrolet,7,3.8500000000000005,Naturally Aspirated,Hybrid,OHV
1046,land rover,7,3.15,Naturally Aspirated,Gas,DOHC
1048,subaru,10,5.5,Naturally Aspirated,Diesel,SOHC
1049,kia,12,5.4,Forced Induction,Hybrid,SOHC
1050,mazda,4,1.6,Naturally Aspirated,Gas,SOHC
1051,mercury,8,4.0,Forced Induction,Diesel,OHV
1052,rover,6,2.4000000000000004,Naturally Aspirated,Diesel,SOHC
1053,buick,5,2.0,Forced Induction,Hybrid,SOHC
1054,audi,4,2.2,Forced Induction,Gas,OHV
1055,tesla,4,1.8,Naturally Aspirated,Gas,OHV
1056,nissan,4,1.8,Naturally Aspirated,Gas,DOHC
1057,subaru,10,4.5,Forced Induction,Hybrid,SOHC
1058,jaguar,6,2.4000000000000004,Naturally Aspirated,Diesel,OHV
1059,ram,3,1.35,Naturally Aspirated,Diesel,OHV
1060,volkswagen,5,2.5,Naturally Aspirated,Gas,SOHC
1061,jaguar,3,1.35,Forced Induction,Hybrid,OHV
1062,hyundai,3,1.6500000000000001,Naturally Aspirated,Hybrid,SOHC
1063,lincoln,10,4.0,Forced Induction,Diesel,DOHC
1064,mitsubishi,10,4.5,Naturally Aspirated,Hybrid,OHV
1065,volkswagen,11,6.050000000000001,Forced Induction,Hybrid,SOHC
1066,harley-davidson,10,4.5,Forced Induction,Hybrid,OHV
1067,aston-martin,11,6.050000000000001,Forced Induction,Diesel,OHV
1068,fiat,6,3.3000000000000003,Forced Induction,Hybrid,SOHC
1069,chevrolet,10,5.5,Naturally Aspirated,Gas,SOHC
1070,buick,12,5.4,Naturally Aspirated,Hybrid,SOHC
1071,porsche,4,2.0,Naturally Aspirated,Gas,OHV
1072,mercury,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
1073,ford,4,2.2,Naturally Aspirated,Diesel,DOHC
1074,lexus,9,4.5,Forced Induction,Diesel,DOHC
1075,jeep,9,3.6,Forced Induction,Diesel,DOHC
1076,infiniti,9,4.5,Naturally Aspirated,Diesel,SOHC
1078,fiat,10,4.5,Forced Induction,Diesel,SOHC
1079,jaguar,5,2.5,Naturally Aspirated,Gas,SOHC
1080,cadillac,8,4.4,Naturally Aspirated,Hybrid,SOHC
1081,saturn,6,3.0,Forced Induction,Hybrid,OHV
1082,bmw,3,1.5,Naturally Aspirated,Gas,SOHC
1083,lexus,8,4.4,Naturally Aspirated,Diesel,SOHC
1084,bmw,5,2.5,Naturally Aspirated,Gas,DOHC
1085,volkswagen,3,1.6500000000000001,Naturally Aspirated,Hybrid,OHV
1086,audi,5,2.75,Forced Induction,Diesel,DOHC
1087,jeep,11,6.050000000000001,Naturally Aspirated,Diesel,DOHC
1088,tesla,11,4.95,Forced Induction,Gas,SOHC
1089,lincoln,8,3.6,Naturally Aspirated,Gas,SOHC
1090,aston-martin,8,4.0,Naturally Aspirated,Gas,SOHC
1091,buick,8,3.2,Naturally Aspirated,Diesel,SOHC
1092,rover,7,3.5,Naturally Aspirated,Diesel,OHV
1093,dodge,5,2.5,Naturally Aspirated,Hybrid,SOHC
1094,volkswagen,8,3.6,Naturally Aspirated,Gas,DOHC
1095,lincoln,7,2.8000000000000003,Naturally Aspirated,Gas,OHV
1096,cadillac,6,3.3000000000000003,Forced Induction,Diesel,DOHC
1097,ram,5,2.5,Naturally Aspirated,Gas,SOHC
1098,bmw,10,5.5,Forced Induction,Diesel,DOHC
1099,rover,3,1.6500000000000001,Naturally Aspirated,Diesel,DOHC
1100,toyota,11,6.050000000000001,Forced Induction,Gas,OHV
1101,chrysler,8,3.6,Naturally Aspirated,Hybrid,SOHC
1102,jeep,8,3.2,Forced Induction,Gas,SOHC
1103,hyundai,6,2.7,Forced Induction,Diesel,SOHC
1104,mitsubishi,11,6.050000000000001,Forced Induction,Diesel,DOHC
1105,volvo,6,3.0,Naturally Aspirated,Hybrid,SOHC
1106,dodge,4,1.8,Naturally Aspirated,Diesel,SOHC
1107,chevrolet,8,4.0,Forced Induction,Gas,SOHC
1108,buick,4,2.0,Naturally Aspirated,Diesel,SOHC
1109,chrysler,11,4.4,Forced Induction,Hybrid,DOHC
1110,gmc,4,1.6,Naturally Aspirated,Gas,DOHC
1111,subaru,4,2.0,Forced Induction,Hybrid,DOHC
1112,ram,10,4.0,Naturally Aspirated,Hybrid,SOHC
1113,rover,4,2.0,Naturally Aspirated,Gas,OHV
1114,ferrari,9,3.6,Forced Induction,Gas,OHV
1115,hyundai,3,1.35,Forced Induction,Diesel,OHV
1116,volvo,7,3.15,Naturally Aspirated,Diesel,SOHC
1117,ram,3,1.35,Forced Induction,Hybrid,DOHC
1118,volvo,9,3.6,Forced Induction,Diesel,SOHC
1119,jeep,5,2.75,Naturally Aspirated,Diesel,OHV
1120,dodge,9,3.6,Forced Induction,Diesel,OHV
1121,saturn,12,6.0,Forced Induction,Diesel,DOHC
1122,mercedes-benz,6,3.3000000000000003,Naturally Aspirated,Gas,DOHC
1123,subaru,10,5.0,Forced Induction,Diesel,SOHC
1124,cadillac,4,2.0,Naturally Aspirated,Hybrid,OHV
1125,audi,5,2.0,Forced Induction,Diesel,OHV
1126,volvo,7,2.8000000000000003,Naturally Aspirated,Hybrid,OHV
1127,hyundai,10,5.5,Naturally Aspirated,Diesel,DOHC
1128,honda,4,2.2,Naturally Aspirated,Gas,OHV
1129,ford,8,4.0,Forced Induction,Hybrid,OHV
1130,porsche,6,3.0,Forced Induction,Gas,SOHC
1131,jaguar,4,1.8,Forced Induction,Diesel,OHV
1132,acura,4,2.0,Forced Induction,Gas,OHV
1133,infiniti,7,3.8500000000000005,Naturally Aspirated,Diesel,OHV
1135,gmc,9,3.6,Naturally Aspirated,Hybrid,OHV
1136,chevrolet,5,2.5,Forced Induction,Diesel,SOHC
1137,honda,11,4.4,Forced Induction,Hybrid,DOHC
1138,volkswagen,9,3.6,Forced Induction,Gas,OHV
1139,jaguar,5,2.5,Forced Induction,Hybrid,SOHC
1140,tesla,11,6.050000000000001,Forced Induction,Diesel,SOHC
1142,saturn,8,3.6,Naturally Aspirated,Gas,DOHC
1143,acura,3,1.6500000000000001,Forced Induction,Hybrid,SOHC
1144,honda,7,3.15,Forced Induction,Diesel,DOHC
1145,saturn,12,5.4,Forced Induction,Hybrid,DOHC
1146,dodge,8,3.6,Forced Induction,Gas,SOHC
1147,toyota,6,3.0,Naturally Aspirated,Gas,DOHC
1148,cadillac,3,1.5,Forced Induction,Gas,DOHC
1149,jeep,9,3.6,Naturally Aspirated,Gas,OHV
1150,toyota,6,3.0,Naturally Aspirated,Diesel,DOHC
1151,tesla,8,3.2,Forced Induction,Hybrid,SOHC
1152,lexus,7,3.5,Forced Induction,Gas,DOHC
1153,audi,11,4.4,Forced Induction,Diesel,OHV
1154,mini,5,2.75,Naturally Aspirated,Hybrid,OHV
1156,ford,7,3.15,Naturally Aspirated,Hybrid,DOHC
1157,lincoln,12,4.800000000000001,Forced Induction,Diesel,OHV
1158,mazda,12,5.4,Forced Induction,Hybrid,SOHC
1159,mitsubishi,4,1.8,Forced Induction,Gas,SOHC
1160,acura,3,1.6500000000000001,Naturally Aspirated,Gas,OHV
1161,toyota,8,3.6,Forced Induction,Gas,DOHC
1162,nissan,10,4.0,Naturally Aspirated,Gas,DOHC
1163,cadillac,8,3.2,Forced Induction,Hybrid,DOHC
1164,honda,8,3.6,Forced Induction,Hybrid,SOHC
1165,ferrari,5,2.5,Forced Induction,Diesel,SOHC
1166,subaru,7,3.8500000000000005,Naturally Aspirated,Diesel,SOHC
1167,tesla,5,2.0,Naturally Aspirated,Diesel,DOHC
1168,jaguar,4,2.0,Forced Induction,Gas,OHV
1169,land rover,4,1.6,Naturally Aspirated,Diesel,SOHC
1170,ferrari,9,4.95,Naturally Aspirated,Hybrid,SOHC
1171,pontiac,5,2.75,Naturally Aspirated,Gas,SOHC
1172,hyundai,10,5.0,Forced Induction,Gas,DOHC
1173,hyundai,4,1.8,Forced Induction,Hybrid,OHV
1174,fiat,4,2.0,Naturally Aspirated,Hybrid,DOHC
1175,ford,10,5.5,Naturally Aspirated,Gas,OHV
1176,lincoln,7,2.8000000000000003,Forced Induction,Hybrid,OHV
1177,fiat,8,3.6,Forced Induction,Diesel,OHV
1178,acura,5,2.5,Forced Induction,Diesel,SOHC
1179,jaguar,11,4.95,Naturally Aspirated,Gas,DOHC
1180,porsche,3,1.35,Naturally Aspirated,Gas,OHV
1181,fiat,11,4.4,Forced Induction,Gas,DOHC
1182,acura,12,5.4,Naturally Aspirated,Gas,DOHC
1183,datsun,5,2.25,Naturally Aspirated,Hybrid,DOHC
1184,fiat,9,3.6,Forced Induction,Diesel,SOHC
1185,volvo,4,2.2,Naturally Aspirated,Hybrid,DOHC
1186,chevrolet,10,5.5,Forced Induction,Diesel,OHV
1187,subaru,11,4.4,Forced Induction,Diesel,OHV
1188,chrysler,8,4.4,Forced Induction,Gas,DOHC
1189,acura,3,1.6500000000000001,Forced Induction,Gas,OHV
1190,mercury,7,3.15,Naturally Aspirated,Diesel,DOHC
1191,mercedes-benz,6,2.4000000000000004,Forced Induction,Diesel,DOHC
1192,kia,7,3.8500000000000005,Naturally Aspirated,Gas,SOHC
1193,fiat,12,5.4,Forced Induction,Gas,DOHC
1194,alfa-romeo,7,3.5,Forced Induction,Gas,DOHC
1195,lincoln,11,5.5,Forced Induction,Gas,OHV
1197,lexus,9,4.5,Forced Induction,Hybrid,SOHC
1198,gmc,11,4.95,Forced Induction,Hybrid,OHV
1199,saturn,7,3.15,Naturally Aspirated,Gas,OHV
1200,mini,12,6.0,Forced Induction,Hybrid,SOHC
1201,ford,5,2.25,Naturally Aspirated,Gas,DOHC
1202,mitsubishi,11,4.4,Naturally Aspirated,Gas,SOHC
1203,alfa-romeo,9,4.5,Forced Induction,Gas,OHV
1204,hyundai,4,2.2,Forced Induction,Hybrid,OHV
1205,saturn,10,4.5,Naturally Aspirated,Diesel,DOHC
1206,porsche,11,5.5,Naturally Aspirated,Hybrid,OHV
1207,pontiac,3,1.2000000000000002,Naturally Aspirated,Diesel,OHV
1208,fiat,4,1.6,Naturally Aspirated,Gas,DOHC
1210,mercury,7,3.5,Forced Induction,Gas,SOHC
1212,volvo,12,5.4,Forced Induction,Diesel,OHV
1213,ferrari,8,4.4,Forced Induction,Diesel,SOHC
1216,volvo,11,6.050000000000001,Naturally Aspirated,Gas,OHV
1217,ferrari,3,1.2000000000000002,Forced Induction,Diesel,DOHC
1218,acura,11,6.050000000000001,Forced Induction,Diesel,DOHC
1219,buick,8,4.4,Naturally Aspirated,Diesel,SOHC
1220,subaru,7,3.5,Forced Induction,Hybrid,DOHC
1221,subaru,12,5.4,Forced Induction,Hybrid,OHV
1222,ram,7,3.15,Naturally Aspirated,Diesel,DOHC
1223,volvo,7,3.15,Forced Induction,Diesel,DOHC
1224,land rover,3,1.5,Naturally Aspirated,Hybrid,DOHC
1225,mitsubishi,7,3.8500000000000005,Forced Induction,Diesel,OHV
1226,gmc,12,5.4,Naturally Aspirated,Gas,SOHC
1227,ram,8,3.2,Naturally Aspirated,Gas,SOHC
1228,nissan,9,4.05,Naturally Aspirated,Gas,OHV
1229,mercury,4,1.8,Naturally Aspirated,Hybrid,SOHC
1230,honda,6,3.0,Naturally Aspirated,Diesel,OHV
1231,nissan,5,2.5,Naturally Aspirated,Gas,SOHC
1233,nissan,9,4.05,Naturally Aspirated,Hybrid,DOHC
1234,chrysler,6,3.0,Naturally Aspirated,Diesel,OHV
1235,mercury,10,5.0,Forced Induction,Diesel,DOHC
1236,volkswagen,7,2.8000000000000003,Naturally Aspirated,Hybrid,DOHC
1237,harley-davidson,12,5.4,Forced Induction,Hybrid,OHV
1238,nissan,3,1.6500000000000001,Forced Induction,Hybrid,OHV
1239,pontiac,6,3.0,Forced Induction,Gas,DOHC
1241,dodge,6,3.3000000000000003,Forced Induction,Diesel,DOHC
1242,ford,5,2.0,Forced Induction,Gas,DOHC
1243,saturn,12,4.800000000000001,Naturally Aspirated,Diesel,OHV
1244,honda,11,6.050000000000001,Forced Induction,Diesel,OHV
1245,cadillac,6,2.4000000000000004,Naturally Aspirated,Gas,DOHC
1246,toyota,8,3.6,Forced Induction,Hybrid,OHV
1247,mazda,5,2.5,Naturally Aspirated,Gas,DOHC
1248,rover,8,3.2,Naturally Aspirated,Hybrid,SOHC
1249,mercury,8,4.0,Forced Induction,Diesel,SOHC
1250,mercedes-benz,12,6.0,Naturally Aspirated,Gas,OHV
1251,mini,4,2.2,Naturally Aspirated,Gas,SOHC
1252,chevrolet,7,3.15,Naturally Aspirated,Diesel,OHV
1253,mitsubishi,6,2.4000000000000004,Forced Induction,Gas,OHV
1254,mercedes-benz,3,1.6500000000000001,Forced Induction,Gas,SOHC
1255,mini,8,4.4,Forced Induction,Hybrid,SOHC
1256,infiniti,10,5.0,Forced Induction,Hybrid,SOHC
1257,datsun,10,4.0,Naturally Aspirated,Gas,OHV
1258,alfa-romeo,9,3.6,Naturally Aspirated,Gas,DOHC
1259,mazda,10,4.0,Forced Induction,Diesel,OHV
1260,alfa-romeo,7,3.8500000000000005,Naturally Aspirated,Gas,SOHC
1261,lincoln,4,2.0,Forced Induction,Hybrid,OHV
1262,datsun,5,2.75,Naturally Aspirated,Diesel,SOHC
1263,jaguar,11,4.4,Naturally Aspirated,Gas,DOHC
1264,ferrari,9,4.05,Naturally Aspirated,Diesel,DOHC
1265,mitsubishi,6,2.7,Forced Induction,Diesel,SOHC
1266,mercedes-benz,11,4.4,Forced Induction,Gas,OHV
1267,kia,9,4.05,Forced Induction,Diesel,SOHC
1268,kia,7,2.8000000000000003,Naturally Aspirated,Gas,SOHC
1269,lexus,12,6.6000000000000005,Forced Induction,Hybrid,DOHC
1270,subaru,7,2.8000000000000003,Naturally Aspirated,Gas,DOHC
1271,aston-martin,5,2.0,Forced Induction,Gas,OHV
1272,hyundai,9,3.6,Forced Induction,Diesel,DOHC
1273,bmw,10,5.0,Forced Induction,Gas,SOHC
1274,buick,9,4.5,Naturally Aspirated,Hybrid,OHV
1275,lexus,10,4.0,Forced Induction,Diesel,OHV
1276,ferrari,5,2.25,Forced Induction,Diesel,DOHC
1277,ferrari,12,6.0,Forced Induction,Diesel,OHV
1278,saturn,5,2.5,Naturally Aspirated,Hybrid,DOHC
1279,audi,9,3.6,Forced Induction,Diesel,SOHC
1280,toyota,4,2.0,Naturally Aspirated,Hybrid,OHV
1281,jaguar,3,1.35,Naturally Aspirated,Gas,OHV
1282,datsun,5,2.5,Naturally Aspirated,Hybrid,DOHC
1283,toyota,3,1.2000000000000002,Naturally Aspirated,Diesel,DOHC
1284,kia,3,1.6500000000000001,Forced Induction,Hybrid,OHV
1285,chrysler,9,3.6,Naturally Aspirated,Hybrid,DOHC
1286,ferrari,4,1.6,Naturally Aspirated,Gas,DOHC
1287,pontiac,7,3.15,Naturally Aspirated,Hybrid,DOHC
1288,aston-martin,9,4.95,Forced Induction,Hybrid,OHV
1289,harley-davidson,4,1.6,Forced Induction,Diesel,OHV
1290,fiat,4,1.8,Naturally Aspirated,Diesel,DOHC
1291,jaguar,4,2.2,Forced Induction,Gas,DOHC
1292,mercury,4,1.8,Forced Induction,Diesel,OHV
1293,chevrolet,5,2.0,Forced Induction,Gas,DOHC
1294,jeep,7,3.8500000000000005,Naturally Aspirated,Diesel,OHV
1295,infiniti,10,4.0,Naturally Aspirated,Gas,DOHC
1296,ram,6,3.0,Naturally Aspirated,Diesel,SOHC
1297,jeep,9,4.05,Forced Induction,Gas,SOHC
1298,chevrolet,3,1.2000000000000002,Forced Induction,Gas,OHV
1299,datsun,7,3.15,Naturally Aspirated,Hybrid,DOHC
1300,buick,7,3.5,Naturally Aspirated,Diesel,SOHC
1301,datsun,8,4.0,Forced Induction,Hybrid,SOHC
1302,nissan,5,2.25,Forced Induction,Hybrid,OHV
1303,jeep,6,3.3000000000000003,Forced Induction,Gas,DOHC
1304,mazda,10,4.5,Forced Induction,Diesel,DOHC
1305,subaru,11,4.4,Forced Induction,Gas,SOHC
1306,chrysler,5,2.75,Forced Induction,Hybrid,DOHC
1307,jaguar,6,3.3000000000000003,Naturally Aspirated,Gas,OHV
1308,ram,5,2.5,Forced Induction,Diesel,DOHC
1309,porsche,9,4.95,Naturally Aspirated,Diesel,DOHC
1310,mercury,11,6.050000000000001,Forced Induction,Diesel,OHV
1311,chevrolet,11,5.5,Forced Induction,Hybrid,DOHC
1312,mazda,9,4.5,Forced Induction,Diesel,DOHC
1313,mercedes-benz,5,2.0,Naturally Aspirated,Diesel,OHV
1314,rover,5,2.25,Forced Induction,Gas,SOHC
1315,gmc,5,2.5,Forced Induction,Diesel,DOHC
1316,buick,10,4.0,Naturally Aspirated,Gas,SOHC
1317,volkswagen,8,4.0,Naturally Aspirated,Diesel,SOHC
1318,lexus,12,6.6000000000000005,Forced Induction,Hybrid,OHV
1319,ram,8,4.0,Naturally Aspirated,Hybrid,OHV
1320,harley-davidson,6,3.3000000000000003,Forced Induction,Hybrid,SOHC
1321,dodge,5,2.75,Forced Induction,Diesel,SOHC
1322,toyota,3,1.2000000000000002,Naturally Aspirated,Hybrid,SOHC
1323,mini,11,4.95,Naturally Aspirated,Diesel,DOHC
1324,pontiac,12,6.0,Naturally Aspirated,Gas,OHV
1325,porsche,10,4.0,Naturally Aspirated,Hybrid,SOHC
1326,mazda,5,2.0,Naturally Aspirated,Hybrid,SOHC
1327,chevrolet,5,2.25,Naturally Aspirated,Gas,SOHC
1328,mitsubishi,3,1.35,Naturally Aspirated,Diesel,DOHC
1329,mercedes-benz,4,2.0,Naturally Aspirated,Diesel,DOHC
1330,ford,5,2.75,Forced Induction,Hybrid,SOHC
1331,rover,8,4.4,Naturally Aspirated,Gas,DOHC
1332,rover,3,1.2000000000000002,Forced Induction,Hybrid,SOHC
1333,land rover,5,2.75,Naturally Aspirated,Hybrid,OHV
1334,chevrolet,6,3.0,Forced Induction,Gas,DOHC
1335,kia,3,1.2000000000000002,Forced Induction,Diesel,OHV
1336,alfa-romeo,5,2.5,Forced Induction,Gas,OHV
1337,tesla,3,1.2000000000000002,Naturally Aspirated,Gas,SOHC
1338,jeep,11,4.4,Naturally Aspirated,Hybrid,OHV
1339,lincoln,3,1.2000000000000002,Naturally Aspirated,Diesel,DOHC
1340,mitsubishi,12,6.0,Forced Induction,Hybrid,SOHC
