carid,mpgcity,mpghighway,mpgmixed
3268,32.400000000000006,54.0,43.2
3269,52.650000000000006,87.75,70.2
3270,15.840000000000003,26.400000000000006,21.120000000000005
3271,37.125,61.875,49.5
3272,32.400000000000006,54.0,43.2
3273,64.80000000000001,108.0,86.4
3274,48.599999999999994,81.0,64.8
3275,37.800000000000004,63.00000000000001,50.400000000000006
3276,19.439999999999998,32.4,25.919999999999998
3277,63.17999999999999,105.3,84.24
3278,15.840000000000003,26.400000000000006,21.120000000000005
3279,34.56,57.60000000000001,46.080000000000005
3280,81.0,135.0,108.0
3281,81.0,135.0,108.0
3282,21.599999999999998,36.0,28.799999999999997
3283,81.0,135.0,108.0
3284,63.17999999999999,105.3,84.24
3285,52.650000000000006,87.75,70.2
3286,32.400000000000006,54.0,43.2
3287,45.9,76.5,61.199999999999996
3288,42.120000000000005,70.2,56.160000000000004
3289,37.800000000000004,63.00000000000001,50.400000000000006
3290,45.9,76.5,61.199999999999996
3291,63.17999999999999,105.3,84.24
3292,42.120000000000005,70.2,56.160000000000004
3293,64.80000000000001,108.0,86.4
3294,37.800000000000004,63.00000000000001,50.400000000000006
3295,38.88,64.80000000000001,51.84
3296,32.400000000000006,54.0,43.2
3297,32.400000000000006,54.0,43.2
3298,63.17999999999999,105.3,84.24
3299,64.80000000000001,108.0,86.4
3300,36.449999999999996,60.74999999999999,48.599999999999994
3301,30.240000000000002,50.4,40.32
3302,34.56,57.60000000000001,46.080000000000005
3303,63.17999999999999,105.3,84.24
3304,21.599999999999998,36.0,28.799999999999997
3305,40.5,67.5,54.0
3306,48.599999999999994,81.0,64.8
3307,19.439999999999998,32.4,25.919999999999998
3308,32.400000000000006,54.0,43.2
3309,27.0,45.0,36.0
3310,42.120000000000005,70.2,56.160000000000004
3311,19.439999999999998,32.4,25.919999999999998
3312,37.125,61.875,49.5
3313,30.240000000000002,50.4,40.32
3314,64.80000000000001,108.0,86.4
3315,27.0,45.0,36.0
3316,81.0,135.0,108.0
3317,21.599999999999998,36.0,28.799999999999997
3318,21.599999999999998,36.0,28.799999999999997
3319,34.56,57.60000000000001,46.080000000000005
3320,54.0,90.0,72.0
3321,45.9,76.5,61.199999999999996
3322,64.80000000000001,108.0,86.4
3323,45.9,76.5,61.199999999999996
3324,32.400000000000006,54.0,43.2
3325,38.88,64.80000000000001,51.84
3326,21.599999999999998,36.0,28.799999999999997
3327,42.120000000000005,70.2,56.160000000000004
3328,45.9,76.5,61.199999999999996
3329,19.439999999999998,32.4,25.919999999999998
3330,15.840000000000003,26.400000000000006,21.120000000000005
3331,34.56,57.60000000000001,46.080000000000005
3332,37.800000000000004,63.00000000000001,50.400000000000006
3333,21.599999999999998,36.0,28.799999999999997
3334,52.650000000000006,87.75,70.2
3335,45.9,76.5,61.199999999999996
3336,21.599999999999998,36.0,28.799999999999997
3337,37.125,61.875,49.5
3338,30.240000000000002,50.4,40.32
3339,48.599999999999994,81.0,64.8
3340,38.88,64.80000000000001,51.84
3341,37.800000000000004,63.00000000000001,50.400000000000006
3342,45.9,76.5,61.199999999999996
3343,37.125,61.875,49.5
3344,42.120000000000005,70.2,56.160000000000004
3345,19.439999999999998,32.4,25.919999999999998
3346,48.599999999999994,81.0,64.8
3347,45.9,76.5,61.199999999999996
3348,37.125,61.875,49.5
3349,36.449999999999996,60.74999999999999,48.599999999999994
3350,32.400000000000006,54.0,43.2
3351,19.439999999999998,32.4,25.919999999999998
3352,64.80000000000001,108.0,86.4
3353,81.0,135.0,108.0
3354,64.80000000000001,108.0,86.4
3355,30.240000000000002,50.4,40.32
3356,30.240000000000002,50.4,40.32
3357,37.800000000000004,63.00000000000001,50.400000000000006
3358,19.439999999999998,32.4,25.919999999999998
3359,54.0,90.0,72.0
3360,30.240000000000002,50.4,40.32
3361,21.599999999999998,36.0,28.799999999999997
3362,19.439999999999998,32.4,25.919999999999998
3363,64.80000000000001,108.0,86.4
3364,15.840000000000003,26.400000000000006,21.120000000000005
3365,15.840000000000003,26.400000000000006,21.120000000000005
3366,52.650000000000006,87.75,70.2
3367,40.5,67.5,54.0
3368,21.599999999999998,36.0,28.799999999999997
3369,45.9,76.5,61.199999999999996
3370,37.800000000000004,63.00000000000001,50.400000000000006
3371,63.17999999999999,105.3,84.24
3372,64.80000000000001,108.0,86.4
3373,19.439999999999998,32.4,25.919999999999998
3374,15.840000000000003,26.400000000000006,21.120000000000005
3375,30.240000000000002,50.4,40.32
3376,63.17999999999999,105.3,84.24
3377,64.80000000000001,108.0,86.4
3378,42.120000000000005,70.2,56.160000000000004
3379,15.840000000000003,26.400000000000006,21.120000000000005
3380,15.840000000000003,26.400000000000006,21.120000000000005
3381,37.800000000000004,63.00000000000001,50.400000000000006
3382,63.17999999999999,105.3,84.24
3383,34.56,57.60000000000001,46.080000000000005
3384,48.599999999999994,81.0,64.8
3385,38.88,64.80000000000001,51.84
3386,52.650000000000006,87.75,70.2
3387,27.0,45.0,36.0
3388,37.125,61.875,49.5
3389,27.0,45.0,36.0
3390,48.599999999999994,81.0,64.8
3391,48.599999999999994,81.0,64.8
3392,21.599999999999998,36.0,28.799999999999997
3393,15.840000000000003,26.400000000000006,21.120000000000005
3394,81.0,135.0,108.0
3395,30.240000000000002,50.4,40.32
3396,37.800000000000004,63.00000000000001,50.400000000000006
3397,32.400000000000006,54.0,43.2
3398,64.80000000000001,108.0,86.4
3399,54.0,90.0,72.0
3400,38.88,64.80000000000001,51.84
3401,37.800000000000004,63.00000000000001,50.400000000000006
3402,37.125,61.875,49.5
3403,32.400000000000006,54.0,43.2
3404,32.400000000000006,54.0,43.2
3405,32.400000000000006,54.0,43.2
3406,45.9,76.5,61.199999999999996
3407,81.0,135.0,108.0
3408,36.449999999999996,60.74999999999999,48.599999999999994
3409,63.17999999999999,105.3,84.24
3410,32.400000000000006,54.0,43.2
3411,36.449999999999996,60.74999999999999,48.599999999999994
3412,37.125,61.875,49.5
3413,64.80000000000001,108.0,86.4
3414,81.0,135.0,108.0
3415,36.449999999999996,60.74999999999999,48.599999999999994
3416,32.400000000000006,54.0,43.2
3417,45.9,76.5,61.199999999999996
3418,21.599999999999998,36.0,28.799999999999997
3419,52.650000000000006,87.75,70.2
3420,64.80000000000001,108.0,86.4
3421,32.400000000000006,54.0,43.2
3422,45.9,76.5,61.199999999999996
3423,40.5,67.5,54.0
3424,36.449999999999996,60.74999999999999,48.599999999999994
3425,52.650000000000006,87.75,70.2
3426,48.599999999999994,81.0,64.8
3427,15.840000000000003,26.400000000000006,21.120000000000005
3428,37.800000000000004,63.00000000000001,50.400000000000006
3429,64.80000000000001,108.0,86.4
3430,15.840000000000003,26.400000000000006,21.120000000000005
3431,27.0,45.0,36.0
3432,48.599999999999994,81.0,64.8
3433,45.9,76.5,61.199999999999996
3434,48.599999999999994,81.0,64.8
3435,81.0,135.0,108.0
3436,32.400000000000006,54.0,43.2
3437,48.599999999999994,81.0,64.8
3438,40.5,67.5,54.0
3439,52.650000000000006,87.75,70.2
3440,38.88,64.80000000000001,51.84
3441,37.800000000000004,63.00000000000001,50.400000000000006
3442,52.650000000000006,87.75,70.2
3443,81.0,135.0,108.0
3444,54.0,90.0,72.0
3445,63.17999999999999,105.3,84.24
3446,32.400000000000006,54.0,43.2
3447,52.650000000000006,87.75,70.2
3448,37.125,61.875,49.5
3449,30.240000000000002,50.4,40.32
3450,34.56,57.60000000000001,46.080000000000005
3451,15.840000000000003,26.400000000000006,21.120000000000005
3452,19.439999999999998,32.4,25.919999999999998
3453,34.56,57.60000000000001,46.080000000000005
3454,36.449999999999996,60.74999999999999,48.599999999999994
3455,37.125,61.875,49.5
3456,64.80000000000001,108.0,86.4
3457,19.439999999999998,32.4,25.919999999999998
3458,38.88,64.80000000000001,51.84
3459,34.56,57.60000000000001,46.080000000000005
3460,81.0,135.0,108.0
3461,52.650000000000006,87.75,70.2
3462,54.0,90.0,72.0
3463,30.240000000000002,50.4,40.32
3464,36.449999999999996,60.74999999999999,48.599999999999994
3465,32.400000000000006,54.0,43.2
3466,52.650000000000006,87.75,70.2
3467,48.599999999999994,81.0,64.8
3468,15.840000000000003,26.400000000000006,21.120000000000005
3469,36.449999999999996,60.74999999999999,48.599999999999994
3470,38.88,64.80000000000001,51.84
3471,52.650000000000006,87.75,70.2
3472,32.400000000000006,54.0,43.2
3473,45.9,76.5,61.199999999999996
3474,54.0,90.0,72.0
3475,37.125,61.875,49.5
3476,38.88,64.80000000000001,51.84
3477,27.0,45.0,36.0
3478,37.125,61.875,49.5
3479,30.240000000000002,50.4,40.32
3480,27.0,45.0,36.0
3481,64.80000000000001,108.0,86.4
3482,81.0,135.0,108.0
3483,52.650000000000006,87.75,70.2
3484,32.400000000000006,54.0,43.2
3485,40.5,67.5,54.0
3486,37.800000000000004,63.00000000000001,50.400000000000006
3487,36.449999999999996,60.74999999999999,48.599999999999994
3488,38.88,64.80000000000001,51.84
3489,52.650000000000006,87.75,70.2
3490,48.599999999999994,81.0,64.8
3491,42.120000000000005,70.2,56.160000000000004
3492,32.400000000000006,54.0,43.2
3493,34.56,57.60000000000001,46.080000000000005
3494,27.0,45.0,36.0
3495,32.400000000000006,54.0,43.2
3496,37.800000000000004,63.00000000000001,50.400000000000006
3497,15.840000000000003,26.400000000000006,21.120000000000005
3498,36.449999999999996,60.74999999999999,48.599999999999994
3499,52.650000000000006,87.75,70.2
3500,42.120000000000005,70.2,56.160000000000004
3501,36.449999999999996,60.74999999999999,48.599999999999994
3502,63.17999999999999,105.3,84.24
3503,64.80000000000001,108.0,86.4
3504,36.449999999999996,60.74999999999999,48.599999999999994
3505,15.840000000000003,26.400000000000006,21.120000000000005
3506,64.80000000000001,108.0,86.4
3507,42.120000000000005,70.2,56.160000000000004
3508,64.80000000000001,108.0,86.4
3509,38.88,64.80000000000001,51.84
3510,36.449999999999996,60.74999999999999,48.599999999999994
3511,54.0,90.0,72.0
3512,40.5,67.5,54.0
3513,45.9,76.5,61.199999999999996
3514,21.599999999999998,36.0,28.799999999999997
3515,42.120000000000005,70.2,56.160000000000004
3516,34.56,57.60000000000001,46.080000000000005
3517,21.599999999999998,36.0,28.799999999999997
3518,37.800000000000004,63.00000000000001,50.400000000000006
3519,63.17999999999999,105.3,84.24
3520,54.0,90.0,72.0
3521,45.9,76.5,61.199999999999996
3522,30.240000000000002,50.4,40.32
3523,32.400000000000006,54.0,43.2
3524,15.840000000000003,26.400000000000006,21.120000000000005
3525,37.800000000000004,63.00000000000001,50.400000000000006
3526,15.840000000000003,26.400000000000006,21.120000000000005
3527,32.400000000000006,54.0,43.2
3528,45.9,76.5,61.199999999999996
3529,34.56,57.60000000000001,46.080000000000005
3530,27.0,45.0,36.0
3531,34.56,57.60000000000001,46.080000000000005
3532,30.240000000000002,50.4,40.32
3533,15.840000000000003,26.400000000000006,21.120000000000005
3534,32.400000000000006,54.0,43.2
3535,40.5,67.5,54.0
3536,38.88,64.80000000000001,51.84
3537,21.599999999999998,36.0,28.799999999999997
3538,36.449999999999996,60.74999999999999,48.599999999999994
3539,37.125,61.875,49.5
3540,54.0,90.0,72.0
3541,64.80000000000001,108.0,86.4
3542,40.5,67.5,54.0
3543,21.599999999999998,36.0,28.799999999999997
3544,81.0,135.0,108.0
3545,30.240000000000002,50.4,40.32
3546,15.840000000000003,26.400000000000006,21.120000000000005
3547,45.9,76.5,61.199999999999996
3548,19.439999999999998,32.4,25.919999999999998
3549,30.240000000000002,50.4,40.32
3550,30.240000000000002,50.4,40.32
3551,21.599999999999998,36.0,28.799999999999997
3552,48.599999999999994,81.0,64.8
3553,27.0,45.0,36.0
3554,27.0,45.0,36.0
3555,40.5,67.5,54.0
3556,42.120000000000005,70.2,56.160000000000004
3557,45.9,76.5,61.199999999999996
3558,21.599999999999998,36.0,28.799999999999997
3559,45.9,76.5,61.199999999999996
3560,27.0,45.0,36.0
3561,37.125,61.875,49.5
3562,37.800000000000004,63.00000000000001,50.400000000000006
3563,38.88,64.80000000000001,51.84
3564,52.650000000000006,87.75,70.2
3565,42.120000000000005,70.2,56.160000000000004
3566,45.9,76.5,61.199999999999996
3567,30.240000000000002,50.4,40.32
3568,30.240000000000002,50.4,40.32
3569,64.80000000000001,108.0,86.4
3570,42.120000000000005,70.2,56.160000000000004
3571,37.800000000000004,63.00000000000001,50.400000000000006
3572,48.599999999999994,81.0,64.8
3573,21.599999999999998,36.0,28.799999999999997
3574,64.80000000000001,108.0,86.4
3575,52.650000000000006,87.75,70.2
3576,81.0,135.0,108.0
3577,37.800000000000004,63.00000000000001,50.400000000000006
3578,30.240000000000002,50.4,40.32
3579,19.439999999999998,32.4,25.919999999999998
3580,32.400000000000006,54.0,43.2
3581,15.840000000000003,26.400000000000006,21.120000000000005
3582,27.0,45.0,36.0
3583,81.0,135.0,108.0
3584,40.5,67.5,54.0
3585,21.599999999999998,36.0,28.799999999999997
3586,63.17999999999999,105.3,84.24
3587,30.240000000000002,50.4,40.32
3588,15.840000000000003,26.400000000000006,21.120000000000005
3589,38.88,64.80000000000001,51.84
3590,37.125,61.875,49.5
3591,63.17999999999999,105.3,84.24
3592,52.650000000000006,87.75,70.2
3593,52.650000000000006,87.75,70.2
3594,37.800000000000004,63.00000000000001,50.400000000000006
3595,38.88,64.80000000000001,51.84
3596,48.599999999999994,81.0,64.8
3597,32.400000000000006,54.0,43.2
3598,19.439999999999998,32.4,25.919999999999998
3599,32.400000000000006,54.0,43.2
3600,64.80000000000001,108.0,86.4
3601,52.650000000000006,87.75,70.2
3602,32.400000000000006,54.0,43.2
3603,19.439999999999998,32.4,25.919999999999998
3604,64.80000000000001,108.0,86.4
3605,15.840000000000003,26.400000000000006,21.120000000000005
3606,38.88,64.80000000000001,51.84
3607,30.240000000000002,50.4,40.32
3608,32.400000000000006,54.0,43.2
3609,19.439999999999998,32.4,25.919999999999998
3610,37.800000000000004,63.00000000000001,50.400000000000006
3611,30.240000000000002,50.4,40.32
3612,63.17999999999999,105.3,84.24
3613,42.120000000000005,70.2,56.160000000000004
3614,34.56,57.60000000000001,46.080000000000005
3615,64.80000000000001,108.0,86.4
3616,45.9,76.5,61.199999999999996
3617,15.840000000000003,26.400000000000006,21.120000000000005
3618,54.0,90.0,72.0
3619,19.439999999999998,32.4,25.919999999999998
3620,32.400000000000006,54.0,43.2
3621,48.599999999999994,81.0,64.8
3622,37.800000000000004,63.00000000000001,50.400000000000006
3623,45.9,76.5,61.199999999999996
3624,40.5,67.5,54.0
3625,37.800000000000004,63.00000000000001,50.400000000000006
3626,45.9,76.5,61.199999999999996
3627,21.599999999999998,36.0,28.799999999999997
3628,32.400000000000006,54.0,43.2
3629,36.449999999999996,60.74999999999999,48.599999999999994
3630,81.0,135.0,108.0
3631,42.120000000000005,70.2,56.160000000000004
3632,54.0,90.0,72.0
3633,42.120000000000005,70.2,56.160000000000004
3634,15.840000000000003,26.400000000000006,21.120000000000005
3635,64.80000000000001,108.0,86.4
3636,37.800000000000004,63.00000000000001,50.400000000000006
3637,37.125,61.875,49.5
3638,37.800000000000004,63.00000000000001,50.400000000000006
3639,81.0,135.0,108.0
3640,32.400000000000006,54.0,43.2
3641,81.0,135.0,108.0
3642,48.599999999999994,81.0,64.8
3643,63.17999999999999,105.3,84.24
3644,63.17999999999999,105.3,84.24
3645,45.9,76.5,61.199999999999996
3646,40.5,67.5,54.0
3647,15.840000000000003,26.400000000000006,21.120000000000005
3648,21.599999999999998,36.0,28.799999999999997
3649,48.599999999999994,81.0,64.8
3650,40.5,67.5,54.0
3651,40.5,67.5,54.0
3652,32.400000000000006,54.0,43.2
3653,52.650000000000006,87.75,70.2
3654,63.17999999999999,105.3,84.24
3655,32.400000000000006,54.0,43.2
3656,21.599999999999998,36.0,28.799999999999997
3657,45.9,76.5,61.199999999999996
3658,32.400000000000006,54.0,43.2
3659,34.56,57.60000000000001,46.080000000000005
3660,38.88,64.80000000000001,51.84
3661,52.650000000000006,87.75,70.2
3662,45.9,76.5,61.199999999999996
3663,19.439999999999998,32.4,25.919999999999998
3664,36.449999999999996,60.74999999999999,48.599999999999994
3665,37.125,61.875,49.5
3666,30.240000000000002,50.4,40.32
3667,37.125,61.875,49.5
3668,63.17999999999999,105.3,84.24
3669,30.240000000000002,50.4,40.32
3670,30.240000000000002,50.4,40.32
3671,37.125,61.875,49.5
3672,30.240000000000002,50.4,40.32
3673,52.650000000000006,87.75,70.2
3674,32.400000000000006,54.0,43.2
3675,37.800000000000004,63.00000000000001,50.400000000000006
3676,48.599999999999994,81.0,64.8
3677,42.120000000000005,70.2,56.160000000000004
3678,15.840000000000003,26.400000000000006,21.120000000000005
3679,81.0,135.0,108.0
3680,48.599999999999994,81.0,64.8
3681,37.125,61.875,49.5
3682,21.599999999999998,36.0,28.799999999999997
3683,32.400000000000006,54.0,43.2
3684,30.240000000000002,50.4,40.32
3685,45.9,76.5,61.199999999999996
3686,32.400000000000006,54.0,43.2
3687,36.449999999999996,60.74999999999999,48.599999999999994
3688,37.800000000000004,63.00000000000001,50.400000000000006
3689,54.0,90.0,72.0
3690,63.17999999999999,105.3,84.24
3691,30.240000000000002,50.4,40.32
3692,27.0,45.0,36.0
3693,19.439999999999998,32.4,25.919999999999998
3694,19.439999999999998,32.4,25.919999999999998
3695,37.125,61.875,49.5
3696,27.0,45.0,36.0
3697,30.240000000000002,50.4,40.32
3698,21.599999999999998,36.0,28.799999999999997
3699,27.0,45.0,36.0
3700,34.56,57.60000000000001,46.080000000000005
3701,40.5,67.5,54.0
3702,64.80000000000001,108.0,86.4
3703,48.599999999999994,81.0,64.8
3704,48.599999999999994,81.0,64.8
3705,48.599999999999994,81.0,64.8
3706,81.0,135.0,108.0
3707,38.88,64.80000000000001,51.84
3708,38.88,64.80000000000001,51.84
3709,38.88,64.80000000000001,51.84
3710,42.120000000000005,70.2,56.160000000000004
3711,45.9,76.5,61.199999999999996
3712,36.449999999999996,60.74999999999999,48.599999999999994
3713,81.0,135.0,108.0
3714,64.80000000000001,108.0,86.4
3715,54.0,90.0,72.0
3716,27.0,45.0,36.0
3717,40.5,67.5,54.0
3718,54.0,90.0,72.0
3719,27.0,45.0,36.0
3720,32.400000000000006,54.0,43.2
3721,32.400000000000006,54.0,43.2
3722,64.80000000000001,108.0,86.4
3723,64.80000000000001,108.0,86.4
3724,37.800000000000004,63.00000000000001,50.400000000000006
3725,81.0,135.0,108.0
3726,37.800000000000004,63.00000000000001,50.400000000000006
3727,37.125,61.875,49.5
3728,21.599999999999998,36.0,28.799999999999997
3729,81.0,135.0,108.0
3730,21.599999999999998,36.0,28.799999999999997
3731,63.17999999999999,105.3,84.24
3732,81.0,135.0,108.0
3733,36.449999999999996,60.74999999999999,48.599999999999994
3734,15.840000000000003,26.400000000000006,21.120000000000005
3735,32.400000000000006,54.0,43.2
3736,64.80000000000001,108.0,86.4
3737,64.80000000000001,108.0,86.4
3738,38.88,64.80000000000001,51.84
3739,21.599999999999998,36.0,28.799999999999997
3740,40.5,67.5,54.0
3741,34.56,57.60000000000001,46.080000000000005
3742,45.9,76.5,61.199999999999996
3743,40.5,67.5,54.0
3744,37.125,61.875,49.5
3745,15.840000000000003,26.400000000000006,21.120000000000005
3746,42.120000000000005,70.2,56.160000000000004
3747,38.88,64.80000000000001,51.84
3748,19.439999999999998,32.4,25.919999999999998
3749,38.88,64.80000000000001,51.84
3750,21.599999999999998,36.0,28.799999999999997
3751,81.0,135.0,108.0
3752,37.800000000000004,63.00000000000001,50.400000000000006
3753,21.599999999999998,36.0,28.799999999999997
3754,38.88,64.80000000000001,51.84
3755,36.449999999999996,60.74999999999999,48.599999999999994
3756,32.400000000000006,54.0,43.2
3757,81.0,135.0,108.0
3758,38.88,64.80000000000001,51.84
3759,64.80000000000001,108.0,86.4
3760,42.120000000000005,70.2,56.160000000000004
3761,36.449999999999996,60.74999999999999,48.599999999999994
3762,37.125,61.875,49.5
3763,32.400000000000006,54.0,43.2
3764,15.840000000000003,26.400000000000006,21.120000000000005
3765,54.0,90.0,72.0
3766,32.400000000000006,54.0,43.2
3767,27.0,45.0,36.0
3768,54.0,90.0,72.0
3769,21.599999999999998,36.0,28.799999999999997
3770,27.0,45.0,36.0
3771,40.5,67.5,54.0
3772,37.125,61.875,49.5
3773,81.0,135.0,108.0
3774,63.17999999999999,105.3,84.24
3775,64.80000000000001,108.0,86.4
3776,37.125,61.875,49.5
3777,15.840000000000003,26.400000000000006,21.120000000000005
3778,32.400000000000006,54.0,43.2
3779,36.449999999999996,60.74999999999999,48.599999999999994
3780,52.650000000000006,87.75,70.2
3781,38.88,64.80000000000001,51.84
3782,19.439999999999998,32.4,25.919999999999998
3783,27.0,45.0,36.0
3784,34.56,57.60000000000001,46.080000000000005
3785,63.17999999999999,105.3,84.24
3786,40.5,67.5,54.0
3787,32.400000000000006,54.0,43.2
3788,37.800000000000004,63.00000000000001,50.400000000000006
3789,21.599999999999998,36.0,28.799999999999997
3790,45.9,76.5,61.199999999999996
3791,34.56,57.60000000000001,46.080000000000005
3792,54.0,90.0,72.0
3793,32.400000000000006,54.0,43.2
3794,54.0,90.0,72.0
3795,48.599999999999994,81.0,64.8
3796,21.599999999999998,36.0,28.799999999999997
3797,40.5,67.5,54.0
3798,34.56,57.60000000000001,46.080000000000005
3799,38.88,64.80000000000001,51.84
3800,48.599999999999994,81.0,64.8
3801,38.88,64.80000000000001,51.84
3802,21.599999999999998,36.0,28.799999999999997
3803,15.840000000000003,26.400000000000006,21.120000000000005
3804,37.125,61.875,49.5
3805,15.840000000000003,26.400000000000006,21.120000000000005
3806,54.0,90.0,72.0
3807,34.56,57.60000000000001,46.080000000000005
3808,45.9,76.5,61.199999999999996
3809,21.599999999999998,36.0,28.799999999999997
3810,37.800000000000004,63.00000000000001,50.400000000000006
3811,21.599999999999998,36.0,28.799999999999997
3812,32.400000000000006,54.0,43.2
3813,52.650000000000006,87.75,70.2
3814,27.0,45.0,36.0
3815,36.449999999999996,60.74999999999999,48.599999999999994
3816,30.240000000000002,50.4,40.32
3817,48.599999999999994,81.0,64.8
3818,27.0,45.0,36.0
3819,19.439999999999998,32.4,25.919999999999998
3820,32.400000000000006,54.0,43.2
3821,81.0,135.0,108.0
3822,42.120000000000005,70.2,56.160000000000004
3823,40.5,67.5,54.0
3824,32.400000000000006,54.0,43.2
3825,63.17999999999999,105.3,84.24
3826,38.88,64.80000000000001,51.84
3827,63.17999999999999,105.3,84.24
3828,34.56,57.60000000000001,46.080000000000005
3829,34.56,57.60000000000001,46.080000000000005
3830,54.0,90.0,72.0
3831,52.650000000000006,87.75,70.2
3832,15.840000000000003,26.400000000000006,21.120000000000005
3833,81.0,135.0,108.0
3834,36.449999999999996,60.74999999999999,48.599999999999994
3835,32.400000000000006,54.0,43.2
3836,30.240000000000002,50.4,40.32
3837,32.400000000000006,54.0,43.2
3838,37.125,61.875,49.5
3839,19.439999999999998,32.4,25.919999999999998
3840,38.88,64.80000000000001,51.84
3841,32.400000000000006,54.0,43.2
3842,45.9,76.5,61.199999999999996
3843,40.5,67.5,54.0
3844,34.56,57.60000000000001,46.080000000000005
3845,37.800000000000004,63.00000000000001,50.400000000000006
3846,45.9,76.5,61.199999999999996
3847,48.599999999999994,81.0,64.8
3848,21.599999999999998,36.0,28.799999999999997
3849,63.17999999999999,105.3,84.24
3850,32.400000000000006,54.0,43.2
3851,54.0,90.0,72.0
3852,63.17999999999999,105.3,84.24
3853,63.17999999999999,105.3,84.24
3854,38.88,64.80000000000001,51.84
3855,64.80000000000001,108.0,86.4
3856,19.439999999999998,32.4,25.919999999999998
3857,21.599999999999998,36.0,28.799999999999997
3858,38.88,64.80000000000001,51.84
3859,81.0,135.0,108.0
3860,38.88,64.80000000000001,51.84
3861,30.240000000000002,50.4,40.32
3862,27.0,45.0,36.0
3863,36.449999999999996,60.74999999999999,48.599999999999994
3864,36.449999999999996,60.74999999999999,48.599999999999994
3865,40.5,67.5,54.0
3866,37.800000000000004,63.00000000000001,50.400000000000006
3867,21.599999999999998,36.0,28.799999999999997
3868,54.0,90.0,72.0
3869,64.80000000000001,108.0,86.4
3870,19.439999999999998,32.4,25.919999999999998
3871,15.840000000000003,26.400000000000006,21.120000000000005
3872,21.599999999999998,36.0,28.799999999999997
3873,21.599999999999998,36.0,28.799999999999997
3874,54.0,90.0,72.0
3875,52.650000000000006,87.75,70.2
3876,81.0,135.0,108.0
3877,15.840000000000003,26.400000000000006,21.120000000000005
3878,52.650000000000006,87.75,70.2
3879,42.120000000000005,70.2,56.160000000000004
3880,40.5,67.5,54.0
3881,27.0,45.0,36.0
3882,36.449999999999996,60.74999999999999,48.599999999999994
3883,19.439999999999998,32.4,25.919999999999998
3884,32.400000000000006,54.0,43.2
3885,52.650000000000006,87.75,70.2
3886,54.0,90.0,72.0
3887,32.400000000000006,54.0,43.2
3888,38.88,64.80000000000001,51.84
3889,32.400000000000006,54.0,43.2
3890,19.439999999999998,32.4,25.919999999999998
3891,81.0,135.0,108.0
3892,64.80000000000001,108.0,86.4
3893,32.400000000000006,54.0,43.2
3894,32.400000000000006,54.0,43.2
3895,45.9,76.5,61.199999999999996
3896,81.0,135.0,108.0
3897,38.88,64.80000000000001,51.84
3898,48.599999999999994,81.0,64.8
3899,81.0,135.0,108.0
3900,64.80000000000001,108.0,86.4
3901,21.599999999999998,36.0,28.799999999999997
3902,37.800000000000004,63.00000000000001,50.400000000000006
3903,32.400000000000006,54.0,43.2
3904,54.0,90.0,72.0
3905,34.56,57.60000000000001,46.080000000000005
3906,38.88,64.80000000000001,51.84
3907,38.88,64.80000000000001,51.84
3908,34.56,57.60000000000001,46.080000000000005
3909,54.0,90.0,72.0
3910,27.0,45.0,36.0
3911,64.80000000000001,108.0,86.4
3912,63.17999999999999,105.3,84.24
3913,48.599999999999994,81.0,64.8
3914,40.5,67.5,54.0
3915,21.599999999999998,36.0,28.799999999999997
3916,37.125,61.875,49.5
3917,42.120000000000005,70.2,56.160000000000004
3918,32.400000000000006,54.0,43.2
3919,63.17999999999999,105.3,84.24
3920,37.125,61.875,49.5
3921,32.400000000000006,54.0,43.2
3922,34.56,57.60000000000001,46.080000000000005
3923,54.0,90.0,72.0
3924,64.80000000000001,108.0,86.4
3925,36.449999999999996,60.74999999999999,48.599999999999994
3926,48.599999999999994,81.0,64.8
3927,36.449999999999996,60.74999999999999,48.599999999999994
3928,15.840000000000003,26.400000000000006,21.120000000000005
3929,42.120000000000005,70.2,56.160000000000004
3930,32.400000000000006,54.0,43.2
3931,48.599999999999994,81.0,64.8
3932,36.449999999999996,60.74999999999999,48.599999999999994
3933,32.400000000000006,54.0,43.2
3934,64.80000000000001,108.0,86.4
3935,64.80000000000001,108.0,86.4
3936,64.80000000000001,108.0,86.4
3937,37.800000000000004,63.00000000000001,50.400000000000006
3938,38.88,64.80000000000001,51.84
3939,15.840000000000003,26.400000000000006,21.120000000000005
3940,64.80000000000001,108.0,86.4
3941,19.439999999999998,32.4,25.919999999999998
3942,32.400000000000006,54.0,43.2
3943,19.439999999999998,32.4,25.919999999999998
3944,48.599999999999994,81.0,64.8
3945,64.80000000000001,108.0,86.4
3946,37.125,61.875,49.5
3947,48.599999999999994,81.0,64.8
3948,45.9,76.5,61.199999999999996
3949,38.88,64.80000000000001,51.84
3950,37.125,61.875,49.5
3951,38.88,64.80000000000001,51.84
3952,63.17999999999999,105.3,84.24
3953,40.5,67.5,54.0
3954,52.650000000000006,87.75,70.2
3955,15.840000000000003,26.400000000000006,21.120000000000005
3956,27.0,45.0,36.0
3957,45.9,76.5,61.199999999999996
3958,48.599999999999994,81.0,64.8
3959,64.80000000000001,108.0,86.4
3960,30.240000000000002,50.4,40.32
3961,81.0,135.0,108.0
3962,19.439999999999998,32.4,25.919999999999998
3963,38.88,64.80000000000001,51.84
