carid,horsepower,torque,zerotosixty,topspeed
6976,323.4,323.4,0,300
6977,123.2,123.2,0,300
6978,169.4,169.4,0,300
6979,169.4,169.4,0,300
6980,415.8,415.8,0,300
6981,147.84000000000003,147.84000000000003,0,300
6982,147.84000000000003,147.84000000000003,0,300
6983,188.16000000000005,188.16000000000005,0,300
6984,271.04,271.04,0,300
6985,134.4,134.4,0,300
6986,369.6000000000001,369.6000000000001,0,300
6987,443.5200000000001,443.5200000000001,0,300
6988,462.0,462.0,0,300
6989,443.5200000000001,443.5200000000001,0,300
6990,252.0,252.0,0,300
6991,369.6000000000001,369.6000000000001,0,300
6992,169.4,169.4,0,300
6993,443.5200000000001,443.5200000000001,0,300
6994,369.6000000000001,369.6000000000001,0,300
6995,169.4,169.4,0,300
6996,415.8,415.8,0,300
6997,241.92000000000002,241.92000000000002,0,300
6998,169.4,169.4,0,300
6999,194.04000000000002,194.04000000000002,0,300
7000,369.6000000000001,369.6000000000001,0,300
7001,443.5200000000001,443.5200000000001,0,300
7002,107.52000000000004,107.52000000000004,0,300
7003,188.16000000000005,188.16000000000005,0,300
7004,169.4,169.4,0,300
7005,246.4,246.4,0,300
7006,169.4,169.4,0,300
7007,169.4,169.4,0,300
7008,246.4,246.4,0,300
7009,169.4,169.4,0,300
7010,462.0,462.0,0,300
7011,134.4,134.4,0,300
7012,123.2,123.2,0,300
7013,369.6000000000001,369.6000000000001,0,300
7014,107.52000000000004,107.52000000000004,0,300
7015,369.6000000000001,369.6000000000001,0,300
7016,462.0,462.0,0,300
7017,323.4,323.4,0,300
7018,107.52000000000004,107.52000000000004,0,300
7019,369.6000000000001,369.6000000000001,0,300
7020,147.84000000000003,147.84000000000003,0,300
7021,123.2,123.2,0,300
7022,100.80000000000001,100.80000000000001,0,300
7023,369.6000000000001,369.6000000000001,0,300
7024,378.0,378.0,0,300
7025,169.4,169.4,0,300
7026,252.0,252.0,0,300
7027,443.5200000000001,443.5200000000001,0,300
7028,271.04,271.04,0,300
7029,443.5200000000001,443.5200000000001,0,300
7030,246.4,246.4,0,300
7031,443.5200000000001,443.5200000000001,0,300
7032,369.6000000000001,369.6000000000001,0,300
7033,252.0,252.0,0,300
7034,169.4,169.4,0,300
7035,246.4,246.4,0,300
7036,252.0,252.0,0,300
7037,252.0,252.0,0,300
7038,323.4,323.4,0,300
7039,123.2,123.2,0,300
7040,271.04,271.04,0,300
7041,415.8,415.8,0,300
7042,169.4,169.4,0,300
7043,415.8,415.8,0,300
7044,246.4,246.4,0,300
7045,241.92000000000002,241.92000000000002,0,300
7046,252.0,252.0,0,300
7047,194.04000000000002,194.04000000000002,0,300
7048,169.4,169.4,0,300
7049,323.4,323.4,0,300
7050,271.04,271.04,0,300
7051,323.4,323.4,0,300
7052,415.8,415.8,0,300
7053,246.4,246.4,0,300
7054,369.6000000000001,369.6000000000001,0,300
7055,123.2,123.2,0,300
7056,147.84000000000003,147.84000000000003,0,300
7057,169.4,169.4,0,300
7058,123.2,123.2,0,300
7059,241.92000000000002,241.92000000000002,0,300
7060,323.4,323.4,0,300
7061,169.4,169.4,0,300
7062,378.0,378.0,0,300
7063,415.8,415.8,0,300
7064,246.4,246.4,0,300
7065,100.80000000000001,100.80000000000001,0,300
7066,123.2,123.2,0,300
7067,188.16000000000005,188.16000000000005,0,300
7068,443.5200000000001,443.5200000000001,0,300
7069,123.2,123.2,0,300
7070,123.2,123.2,0,300
7071,252.0,252.0,0,300
7072,323.4,323.4,0,300
7073,369.6000000000001,369.6000000000001,0,300
7074,134.4,134.4,0,300
7075,252.0,252.0,0,300
7076,100.80000000000001,100.80000000000001,0,300
7077,169.4,169.4,0,300
7078,134.4,134.4,0,300
7079,241.92000000000002,241.92000000000002,0,300
7080,169.4,169.4,0,300
7081,107.52000000000004,107.52000000000004,0,300
7082,443.5200000000001,443.5200000000001,0,300
7083,246.4,246.4,0,300
7084,378.0,378.0,0,300
7085,252.0,252.0,0,300
7086,252.0,252.0,0,300
7087,378.0,378.0,0,300
7088,246.4,246.4,0,300
7089,147.84000000000003,147.84000000000003,0,300
7090,134.4,134.4,0,300
7091,415.8,415.8,0,300
7092,415.8,415.8,0,300
7093,443.5200000000001,443.5200000000001,0,300
7094,378.0,378.0,0,300
7095,252.0,252.0,0,300
7096,252.0,252.0,0,300
7097,188.16000000000005,188.16000000000005,0,300
7098,252.0,252.0,0,300
7099,415.8,415.8,0,300
7100,369.6000000000001,369.6000000000001,0,300
7101,271.04,271.04,0,300
7102,107.52000000000004,107.52000000000004,0,300
7103,369.6000000000001,369.6000000000001,0,300
7104,462.0,462.0,0,300
7105,443.5200000000001,443.5200000000001,0,300
7106,443.5200000000001,443.5200000000001,0,300
7107,378.0,378.0,0,300
7108,100.80000000000001,100.80000000000001,0,300
7109,462.0,462.0,0,300
7110,323.4,323.4,0,300
7111,443.5200000000001,443.5200000000001,0,300
7112,123.2,123.2,0,300
7113,241.92000000000002,241.92000000000002,0,300
7114,462.0,462.0,0,300
7115,100.80000000000001,100.80000000000001,0,300
7116,252.0,252.0,0,300
7117,100.80000000000001,100.80000000000001,0,300
7118,252.0,252.0,0,300
7119,415.8,415.8,0,300
7120,369.6000000000001,369.6000000000001,0,300
7121,134.4,134.4,0,300
7122,323.4,323.4,0,300
7123,123.2,123.2,0,300
7124,188.16000000000005,188.16000000000005,0,300
7125,134.4,134.4,0,300
7126,169.4,169.4,0,300
7127,369.6000000000001,369.6000000000001,0,300
7128,194.04000000000002,194.04000000000002,0,300
7129,252.0,252.0,0,300
7130,188.16000000000005,188.16000000000005,0,300
7131,241.92000000000002,241.92000000000002,0,300
7132,369.6000000000001,369.6000000000001,0,300
7133,134.4,134.4,0,300
7134,123.2,123.2,0,300
7135,462.0,462.0,0,300
7136,169.4,169.4,0,300
7137,369.6000000000001,369.6000000000001,0,300
7138,271.04,271.04,0,300
7139,169.4,169.4,0,300
7140,415.8,415.8,0,300
7141,107.52000000000004,107.52000000000004,0,300
7142,271.04,271.04,0,300
7143,462.0,462.0,0,300
7144,415.8,415.8,0,300
7145,194.04000000000002,194.04000000000002,0,300
7146,169.4,169.4,0,300
7147,169.4,169.4,0,300
7148,462.0,462.0,0,300
7149,169.4,169.4,0,300
7150,369.6000000000001,369.6000000000001,0,300
7151,415.8,415.8,0,300
7152,462.0,462.0,0,300
7153,252.0,252.0,0,300
7154,169.4,169.4,0,300
7155,169.4,169.4,0,300
7156,123.2,123.2,0,300
7157,323.4,323.4,0,300
7158,100.80000000000001,100.80000000000001,0,300
7159,123.2,123.2,0,300
7160,123.2,123.2,0,300
7161,369.6000000000001,369.6000000000001,0,300
7162,100.80000000000001,100.80000000000001,0,300
7163,462.0,462.0,0,300
7164,443.5200000000001,443.5200000000001,0,300
7165,462.0,462.0,0,300
7166,100.80000000000001,100.80000000000001,0,300
7167,100.80000000000001,100.80000000000001,0,300
7168,169.4,169.4,0,300
7169,369.6000000000001,369.6000000000001,0,300
7170,241.92000000000002,241.92000000000002,0,300
7171,369.6000000000001,369.6000000000001,0,300
7172,443.5200000000001,443.5200000000001,0,300
7173,252.0,252.0,0,300
7174,169.4,169.4,0,300
7175,378.0,378.0,0,300
7176,188.16000000000005,188.16000000000005,0,300
7177,241.92000000000002,241.92000000000002,0,300
7178,252.0,252.0,0,300
7179,443.5200000000001,443.5200000000001,0,300
7180,378.0,378.0,0,300
7181,241.92000000000002,241.92000000000002,0,300
7182,271.04,271.04,0,300
7183,369.6000000000001,369.6000000000001,0,300
7184,443.5200000000001,443.5200000000001,0,300
7185,443.5200000000001,443.5200000000001,0,300
7186,271.04,271.04,0,300
7187,123.2,123.2,0,300
7188,369.6000000000001,369.6000000000001,0,300
7189,252.0,252.0,0,300
7190,252.0,252.0,0,300
7191,252.0,252.0,0,300
7192,188.16000000000005,188.16000000000005,0,300
7193,443.5200000000001,443.5200000000001,0,300
7194,194.04000000000002,194.04000000000002,0,300
7195,443.5200000000001,443.5200000000001,0,300
7196,147.84000000000003,147.84000000000003,0,300
7197,252.0,252.0,0,300
7198,100.80000000000001,100.80000000000001,0,300
7199,369.6000000000001,369.6000000000001,0,300
7200,462.0,462.0,0,300
7201,323.4,323.4,0,300
7202,378.0,378.0,0,300
7203,369.6000000000001,369.6000000000001,0,300
7204,462.0,462.0,0,300
7205,194.04000000000002,194.04000000000002,0,300
7206,169.4,169.4,0,300
7207,194.04000000000002,194.04000000000002,0,300
7208,123.2,123.2,0,300
7209,323.4,323.4,0,300
7210,462.0,462.0,0,300
7211,107.52000000000004,107.52000000000004,0,300
7212,241.92000000000002,241.92000000000002,0,300
7213,443.5200000000001,443.5200000000001,0,300
7214,252.0,252.0,0,300
7215,246.4,246.4,0,300
7216,100.80000000000001,100.80000000000001,0,300
7217,147.84000000000003,147.84000000000003,0,300
7218,415.8,415.8,0,300
7219,169.4,169.4,0,300
7220,134.4,134.4,0,300
7221,462.0,462.0,0,300
7222,246.4,246.4,0,300
7223,462.0,462.0,0,300
7224,241.92000000000002,241.92000000000002,0,300
7225,462.0,462.0,0,300
7226,169.4,169.4,0,300
7227,123.2,123.2,0,300
7228,169.4,169.4,0,300
7229,123.2,123.2,0,300
7230,323.4,323.4,0,300
7231,194.04000000000002,194.04000000000002,0,300
7232,323.4,323.4,0,300
7233,462.0,462.0,0,300
7234,252.0,252.0,0,300
7235,134.4,134.4,0,300
7236,369.6000000000001,369.6000000000001,0,300
7237,147.84000000000003,147.84000000000003,0,300
7238,194.04000000000002,194.04000000000002,0,300
7239,443.5200000000001,443.5200000000001,0,300
7240,462.0,462.0,0,300
7241,252.0,252.0,0,300
7242,147.84000000000003,147.84000000000003,0,300
7243,100.80000000000001,100.80000000000001,0,300
7244,378.0,378.0,0,300
7245,107.52000000000004,107.52000000000004,0,300
7246,134.4,134.4,0,300
7247,252.0,252.0,0,300
7248,188.16000000000005,188.16000000000005,0,300
7249,107.52000000000004,107.52000000000004,0,300
7250,241.92000000000002,241.92000000000002,0,300
7251,252.0,252.0,0,300
7252,246.4,246.4,0,300
7253,246.4,246.4,0,300
7254,369.6000000000001,369.6000000000001,0,300
7255,246.4,246.4,0,300
7256,169.4,169.4,0,300
7257,107.52000000000004,107.52000000000004,0,300
7258,123.2,123.2,0,300
7259,188.16000000000005,188.16000000000005,0,300
7260,123.2,123.2,0,300
7261,241.92000000000002,241.92000000000002,0,300
7262,369.6000000000001,369.6000000000001,0,300
7263,323.4,323.4,0,300
7264,462.0,462.0,0,300
7265,246.4,246.4,0,300
7266,415.8,415.8,0,300
7267,443.5200000000001,443.5200000000001,0,300
7268,369.6000000000001,369.6000000000001,0,300
7269,323.4,323.4,0,300
7270,194.04000000000002,194.04000000000002,0,300
7271,369.6000000000001,369.6000000000001,0,300
7272,323.4,323.4,0,300
7273,188.16000000000005,188.16000000000005,0,300
7274,107.52000000000004,107.52000000000004,0,300
7275,194.04000000000002,194.04000000000002,0,300
7276,123.2,123.2,0,300
7277,134.4,134.4,0,300
7278,107.52000000000004,107.52000000000004,0,300
7279,369.6000000000001,369.6000000000001,0,300
7280,100.80000000000001,100.80000000000001,0,300
7281,169.4,169.4,0,300
7282,169.4,169.4,0,300
7283,252.0,252.0,0,300
7284,147.84000000000003,147.84000000000003,0,300
7285,100.80000000000001,100.80000000000001,0,300
7286,134.4,134.4,0,300
7287,123.2,123.2,0,300
7288,462.0,462.0,0,300
7289,123.2,123.2,0,300
7290,147.84000000000003,147.84000000000003,0,300
7291,241.92000000000002,241.92000000000002,0,300
7292,169.4,169.4,0,300
7293,443.5200000000001,443.5200000000001,0,300
7294,271.04,271.04,0,300
7295,462.0,462.0,0,300
7296,252.0,252.0,0,300
7297,369.6000000000001,369.6000000000001,0,300
7298,252.0,252.0,0,300
7299,100.80000000000001,100.80000000000001,0,300
7300,246.4,246.4,0,300
7301,246.4,246.4,0,300
7302,271.04,271.04,0,300
7303,241.92000000000002,241.92000000000002,0,300
7304,443.5200000000001,443.5200000000001,0,300
7305,369.6000000000001,369.6000000000001,0,300
7306,323.4,323.4,0,300
7307,252.0,252.0,0,300
7308,323.4,323.4,0,300
7309,147.84000000000003,147.84000000000003,0,300
7310,107.52000000000004,107.52000000000004,0,300
7311,147.84000000000003,147.84000000000003,0,300
7312,194.04000000000002,194.04000000000002,0,300
7313,369.6000000000001,369.6000000000001,0,300
7314,241.92000000000002,241.92000000000002,0,300
7315,443.5200000000001,443.5200000000001,0,300
7316,134.4,134.4,0,300
7317,134.4,134.4,0,300
7318,241.92000000000002,241.92000000000002,0,300
7319,123.2,123.2,0,300
7320,107.52000000000004,107.52000000000004,0,300
7321,462.0,462.0,0,300
7322,415.8,415.8,0,300
7323,252.0,252.0,0,300
7324,100.80000000000001,100.80000000000001,0,300
7325,369.6000000000001,369.6000000000001,0,300
7326,323.4,323.4,0,300
7327,252.0,252.0,0,300
7328,241.92000000000002,241.92000000000002,0,300
7329,241.92000000000002,241.92000000000002,0,300
7330,271.04,271.04,0,300
7331,271.04,271.04,0,300
7332,323.4,323.4,0,300
7333,194.04000000000002,194.04000000000002,0,300
7334,252.0,252.0,0,300
7335,415.8,415.8,0,300
7336,194.04000000000002,194.04000000000002,0,300
7337,169.4,169.4,0,300
7338,169.4,169.4,0,300
7339,194.04000000000002,194.04000000000002,0,300
7340,415.8,415.8,0,300
7341,169.4,169.4,0,300
7342,443.5200000000001,443.5200000000001,0,300
7343,147.84000000000003,147.84000000000003,0,300
7344,134.4,134.4,0,300
7345,369.6000000000001,369.6000000000001,0,300
7346,271.04,271.04,0,300
7347,123.2,123.2,0,300
7348,443.5200000000001,443.5200000000001,0,300
7349,241.92000000000002,241.92000000000002,0,300
7350,378.0,378.0,0,300
7351,323.4,323.4,0,300
7352,194.04000000000002,194.04000000000002,0,300
7353,169.4,169.4,0,300
7354,271.04,271.04,0,300
7355,147.84000000000003,147.84000000000003,0,300
7356,123.2,123.2,0,300
7357,147.84000000000003,147.84000000000003,0,300
7358,462.0,462.0,0,300
7359,415.8,415.8,0,300
7360,252.0,252.0,0,300
7361,369.6000000000001,369.6000000000001,0,300
7362,271.04,271.04,0,300
7363,123.2,123.2,0,300
7364,100.80000000000001,100.80000000000001,0,300
7365,241.92000000000002,241.92000000000002,0,300
7366,241.92000000000002,241.92000000000002,0,300
7367,443.5200000000001,443.5200000000001,0,300
7368,194.04000000000002,194.04000000000002,0,300
7369,378.0,378.0,0,300
7370,415.8,415.8,0,300
7371,134.4,134.4,0,300
7372,147.84000000000003,147.84000000000003,0,300
7373,169.4,169.4,0,300
7374,323.4,323.4,0,300
7375,252.0,252.0,0,300
7376,369.6000000000001,369.6000000000001,0,300
7377,252.0,252.0,0,300
7378,271.04,271.04,0,300
7379,378.0,378.0,0,300
7380,271.04,271.04,0,300
7381,462.0,462.0,0,300
7382,107.52000000000004,107.52000000000004,0,300
7383,100.80000000000001,100.80000000000001,0,300
7384,246.4,246.4,0,300
7385,169.4,169.4,0,300
7386,169.4,169.4,0,300
7387,169.4,169.4,0,300
7388,271.04,271.04,0,300
7389,415.8,415.8,0,300
7390,271.04,271.04,0,300
7391,246.4,246.4,0,300
7392,378.0,378.0,0,300
7393,369.6000000000001,369.6000000000001,0,300
7394,378.0,378.0,0,300
7395,107.52000000000004,107.52000000000004,0,300
7396,188.16000000000005,188.16000000000005,0,300
7397,415.8,415.8,0,300
7398,323.4,323.4,0,300
7399,323.4,323.4,0,300
7400,123.2,123.2,0,300
7401,415.8,415.8,0,300
7402,369.6000000000001,369.6000000000001,0,300
7403,241.92000000000002,241.92000000000002,0,300
7404,194.04000000000002,194.04000000000002,0,300
7405,252.0,252.0,0,300
7406,369.6000000000001,369.6000000000001,0,300
7407,123.2,123.2,0,300
7408,100.80000000000001,100.80000000000001,0,300
7409,323.4,323.4,0,300
7410,134.4,134.4,0,300
7411,246.4,246.4,0,300
7412,462.0,462.0,0,300
7413,100.80000000000001,100.80000000000001,0,300
7414,378.0,378.0,0,300
7415,252.0,252.0,0,300
7416,241.92000000000002,241.92000000000002,0,300
7417,378.0,378.0,0,300
7418,194.04000000000002,194.04000000000002,0,300
7419,123.2,123.2,0,300
7420,107.52000000000004,107.52000000000004,0,300
7421,169.4,169.4,0,300
7422,271.04,271.04,0,300
7423,246.4,246.4,0,300
7424,169.4,169.4,0,300
7425,123.2,123.2,0,300
7426,415.8,415.8,0,300
7427,107.52000000000004,107.52000000000004,0,300
7428,415.8,415.8,0,300
7429,369.6000000000001,369.6000000000001,0,300
7430,169.4,169.4,0,300
7431,462.0,462.0,0,300
7432,241.92000000000002,241.92000000000002,0,300
7433,252.0,252.0,0,300
7434,252.0,252.0,0,300
7435,252.0,252.0,0,300
7436,252.0,252.0,0,300
7437,252.0,252.0,0,300
7438,252.0,252.0,0,300
7439,252.0,252.0,0,300
7440,107.52000000000004,107.52000000000004,0,300
7441,323.4,323.4,0,300
7442,147.84000000000003,147.84000000000003,0,300
7443,134.4,134.4,0,300
7444,252.0,252.0,0,300
7445,462.0,462.0,0,300
7446,252.0,252.0,0,300
7447,252.0,252.0,0,300
7448,147.84000000000003,147.84000000000003,0,300
7449,369.6000000000001,369.6000000000001,0,300
7450,241.92000000000002,241.92000000000002,0,300
7451,107.52000000000004,107.52000000000004,0,300
7452,252.0,252.0,0,300
7453,271.04,271.04,0,300
7454,252.0,252.0,0,300
7455,415.8,415.8,0,300
7456,369.6000000000001,369.6000000000001,0,300
7457,134.4,134.4,0,300
7458,134.4,134.4,0,300
7459,169.4,169.4,0,300
7460,246.4,246.4,0,300
7461,462.0,462.0,0,300
7462,194.04000000000002,194.04000000000002,0,300
7463,188.16000000000005,188.16000000000005,0,300
7464,107.52000000000004,107.52000000000004,0,300
7465,100.80000000000001,100.80000000000001,0,300
7466,443.5200000000001,443.5200000000001,0,300
7467,241.92000000000002,241.92000000000002,0,300
7468,123.2,123.2,0,300
7469,123.2,123.2,0,300
7470,252.0,252.0,0,300
7471,378.0,378.0,0,300
7472,100.80000000000001,100.80000000000001,0,300
7473,369.6000000000001,369.6000000000001,0,300
7474,252.0,252.0,0,300
7475,246.4,246.4,0,300
7476,107.52000000000004,107.52000000000004,0,300
7477,169.4,169.4,0,300
7478,369.6000000000001,369.6000000000001,0,300
7479,369.6000000000001,369.6000000000001,0,300
7480,252.0,252.0,0,300
7481,246.4,246.4,0,300
7482,271.04,271.04,0,300
7483,188.16000000000005,188.16000000000005,0,300
7484,252.0,252.0,0,300
7485,123.2,123.2,0,300
7486,462.0,462.0,0,300
7487,462.0,462.0,0,300
7488,134.4,134.4,0,300
7489,252.0,252.0,0,300
7490,188.16000000000005,188.16000000000005,0,300
7491,252.0,252.0,0,300
7492,107.52000000000004,107.52000000000004,0,300
7493,443.5200000000001,443.5200000000001,0,300
7494,271.04,271.04,0,300
7495,443.5200000000001,443.5200000000001,0,300
7496,194.04000000000002,194.04000000000002,0,300
7497,369.6000000000001,369.6000000000001,0,300
7498,415.8,415.8,0,300
7499,369.6000000000001,369.6000000000001,0,300
7500,369.6000000000001,369.6000000000001,0,300
7501,462.0,462.0,0,300
7502,100.80000000000001,100.80000000000001,0,300
7503,369.6000000000001,369.6000000000001,0,300
7504,378.0,378.0,0,300
7505,323.4,323.4,0,300
7506,252.0,252.0,0,300
7507,147.84000000000003,147.84000000000003,0,300
7508,252.0,252.0,0,300
7509,443.5200000000001,443.5200000000001,0,300
7510,323.4,323.4,0,300
7511,271.04,271.04,0,300
7512,443.5200000000001,443.5200000000001,0,300
7513,271.04,271.04,0,300
7514,194.04000000000002,194.04000000000002,0,300
7515,271.04,271.04,0,300
7516,252.0,252.0,0,300
7517,415.8,415.8,0,300
7518,443.5200000000001,443.5200000000001,0,300
7519,100.80000000000001,100.80000000000001,0,300
7520,107.52000000000004,107.52000000000004,0,300
7521,134.4,134.4,0,300
7522,252.0,252.0,0,300
7523,369.6000000000001,369.6000000000001,0,300
7524,100.80000000000001,100.80000000000001,0,300
7525,194.04000000000002,194.04000000000002,0,300
7526,369.6000000000001,369.6000000000001,0,300
7527,415.8,415.8,0,300
7528,323.4,323.4,0,300
7529,252.0,252.0,0,300
7530,188.16000000000005,188.16000000000005,0,300
7531,169.4,169.4,0,300
7532,369.6000000000001,369.6000000000001,0,300
7533,462.0,462.0,0,300
7534,271.04,271.04,0,300
7535,107.52000000000004,107.52000000000004,0,300
7536,369.6000000000001,369.6000000000001,0,300
7537,188.16000000000005,188.16000000000005,0,300
7538,252.0,252.0,0,300
7539,123.2,123.2,0,300
7540,194.04000000000002,194.04000000000002,0,300
7541,378.0,378.0,0,300
7542,252.0,252.0,0,300
7543,194.04000000000002,194.04000000000002,0,300
7544,252.0,252.0,0,300
7545,323.4,323.4,0,300
7546,134.4,134.4,0,300
7547,194.04000000000002,194.04000000000002,0,300
7548,107.52000000000004,107.52000000000004,0,300
7549,169.4,169.4,0,300
7550,169.4,169.4,0,300
7551,194.04000000000002,194.04000000000002,0,300
7552,123.2,123.2,0,300
7553,443.5200000000001,443.5200000000001,0,300
7554,378.0,378.0,0,300
7555,169.4,169.4,0,300
7556,241.92000000000002,241.92000000000002,0,300
7557,378.0,378.0,0,300
7558,169.4,169.4,0,300
7559,271.04,271.04,0,300
7560,271.04,271.04,0,300
7561,246.4,246.4,0,300
7562,252.0,252.0,0,300
7563,194.04000000000002,194.04000000000002,0,300
7564,169.4,169.4,0,300
7565,252.0,252.0,0,300
7566,462.0,462.0,0,300
7567,252.0,252.0,0,300
7568,147.84000000000003,147.84000000000003,0,300
7569,241.92000000000002,241.92000000000002,0,300
7570,246.4,246.4,0,300
7571,462.0,462.0,0,300
7572,100.80000000000001,100.80000000000001,0,300
7573,169.4,169.4,0,300
7574,100.80000000000001,100.80000000000001,0,300
7575,169.4,169.4,0,300
7576,323.4,323.4,0,300
7577,252.0,252.0,0,300
7578,369.6000000000001,369.6000000000001,0,300
7579,188.16000000000005,188.16000000000005,0,300
7580,241.92000000000002,241.92000000000002,0,300
7581,194.04000000000002,194.04000000000002,0,300
7582,252.0,252.0,0,300
7583,147.84000000000003,147.84000000000003,0,300
7584,123.2,123.2,0,300
7585,194.04000000000002,194.04000000000002,0,300
7586,100.80000000000001,100.80000000000001,0,300
7587,415.8,415.8,0,300
7588,252.0,252.0,0,300
7589,415.8,415.8,0,300
7590,252.0,252.0,0,300
7591,369.6000000000001,369.6000000000001,0,300
7592,462.0,462.0,0,300
7593,252.0,252.0,0,300
7594,252.0,252.0,0,300
7595,100.80000000000001,100.80000000000001,0,300
7596,100.80000000000001,100.80000000000001,0,300
7597,252.0,252.0,0,300
7598,188.16000000000005,188.16000000000005,0,300
7599,147.84000000000003,147.84000000000003,0,300
7600,246.4,246.4,0,300
7601,188.16000000000005,188.16000000000005,0,300
7602,369.6000000000001,369.6000000000001,0,300
7603,188.16000000000005,188.16000000000005,0,300
7604,147.84000000000003,147.84000000000003,0,300
7605,271.04,271.04,0,300
7606,323.4,323.4,0,300
7607,415.8,415.8,0,300
7608,107.52000000000004,107.52000000000004,0,300
7609,194.04000000000002,194.04000000000002,0,300
7610,123.2,123.2,0,300
7611,241.92000000000002,241.92000000000002,0,300
7612,147.84000000000003,147.84000000000003,0,300
7613,369.6000000000001,369.6000000000001,0,300
7614,246.4,246.4,0,300
7615,169.4,169.4,0,300
7616,369.6000000000001,369.6000000000001,0,300
7617,415.8,415.8,0,300
7618,147.84000000000003,147.84000000000003,0,300
7619,169.4,169.4,0,300
7620,462.0,462.0,0,300
7621,369.6000000000001,369.6000000000001,0,300
7622,271.04,271.04,0,300
7623,252.0,252.0,0,300
7624,271.04,271.04,0,300
7625,462.0,462.0,0,300
7626,169.4,169.4,0,300
7627,252.0,252.0,0,300
7628,169.4,169.4,0,300
7629,107.52000000000004,107.52000000000004,0,300
7630,147.84000000000003,147.84000000000003,0,300
7631,415.8,415.8,0,300
7632,369.6000000000001,369.6000000000001,0,300
7633,369.6000000000001,369.6000000000001,0,300
7634,147.84000000000003,147.84000000000003,0,300
7635,415.8,415.8,0,300
7636,241.92000000000002,241.92000000000002,0,300
7637,323.4,323.4,0,300
7638,147.84000000000003,147.84000000000003,0,300
7639,271.04,271.04,0,300
7640,147.84000000000003,147.84000000000003,0,300
7641,369.6000000000001,369.6000000000001,0,300
7642,369.6000000000001,369.6000000000001,0,300
7643,169.4,169.4,0,300
7644,194.04000000000002,194.04000000000002,0,300
7645,194.04000000000002,194.04000000000002,0,300
7646,147.84000000000003,147.84000000000003,0,300
7647,369.6000000000001,369.6000000000001,0,300
7648,271.04,271.04,0,300
7649,169.4,169.4,0,300
7650,134.4,134.4,0,300
7651,378.0,378.0,0,300
7652,147.84000000000003,147.84000000000003,0,300
7653,378.0,378.0,0,300
7654,246.4,246.4,0,300
7655,194.04000000000002,194.04000000000002,0,300
7656,246.4,246.4,0,300
7657,443.5200000000001,443.5200000000001,0,300
7658,369.6000000000001,369.6000000000001,0,300
7659,378.0,378.0,0,300
7660,100.80000000000001,100.80000000000001,0,300
7661,252.0,252.0,0,300
7662,241.92000000000002,241.92000000000002,0,300
7663,246.4,246.4,0,300
7664,194.04000000000002,194.04000000000002,0,300
7665,147.84000000000003,147.84000000000003,0,300
7666,252.0,252.0,0,300
7667,241.92000000000002,241.92000000000002,0,300
7668,188.16000000000005,188.16000000000005,0,300
7669,241.92000000000002,241.92000000000002,0,300
7670,123.2,123.2,0,300
7671,369.6000000000001,369.6000000000001,0,300
7672,462.0,462.0,0,300
7673,169.4,169.4,0,300
7674,169.4,169.4,0,300
7675,378.0,378.0,0,300
7676,271.04,271.04,0,300
7677,443.5200000000001,443.5200000000001,0,300
7678,169.4,169.4,0,300
7679,462.0,462.0,0,300
7680,147.84000000000003,147.84000000000003,0,300
7681,378.0,378.0,0,300
7682,169.4,169.4,0,300
7683,323.4,323.4,0,300
7684,123.2,123.2,0,300
7685,169.4,169.4,0,300
7686,134.4,134.4,0,300
7687,252.0,252.0,0,300
7688,107.52000000000004,107.52000000000004,0,300
7689,369.6000000000001,369.6000000000001,0,300
7690,107.52000000000004,107.52000000000004,0,300
7691,134.4,134.4,0,300
7692,443.5200000000001,443.5200000000001,0,300
7693,415.8,415.8,0,300
7694,169.4,169.4,0,300
7695,378.0,378.0,0,300
7696,271.04,271.04,0,300
7697,369.6000000000001,369.6000000000001,0,300
7698,100.80000000000001,100.80000000000001,0,300
7699,246.4,246.4,0,300
7700,100.80000000000001,100.80000000000001,0,300
7701,194.04000000000002,194.04000000000002,0,300
7702,194.04000000000002,194.04000000000002,0,300
7703,369.6000000000001,369.6000000000001,0,300
7704,123.2,123.2,0,300
7705,443.5200000000001,443.5200000000001,0,300
7706,134.4,134.4,0,300
7707,134.4,134.4,0,300
7708,147.84000000000003,147.84000000000003,0,300
7709,169.4,169.4,0,300
7710,369.6000000000001,369.6000000000001,0,300
7711,123.2,123.2,0,300
7712,378.0,378.0,0,300
7713,241.92000000000002,241.92000000000002,0,300
7714,188.16000000000005,188.16000000000005,0,300
7715,369.6000000000001,369.6000000000001,0,300
7716,369.6000000000001,369.6000000000001,0,300
7717,241.92000000000002,241.92000000000002,0,300
7718,378.0,378.0,0,300
7719,169.4,169.4,0,300
7720,107.52000000000004,107.52000000000004,0,300
7721,147.84000000000003,147.84000000000003,0,300
7722,378.0,378.0,0,300
7723,462.0,462.0,0,300
7724,323.4,323.4,0,300
7725,147.84000000000003,147.84000000000003,0,300
7726,123.2,123.2,0,300
7727,415.8,415.8,0,300
7728,271.04,271.04,0,300
7729,169.4,169.4,0,300
7730,378.0,378.0,0,300
7731,415.8,415.8,0,300
7732,369.6000000000001,369.6000000000001,0,300
7733,252.0,252.0,0,300
7734,194.04000000000002,194.04000000000002,0,300
7735,323.4,323.4,0,300
7736,246.4,246.4,0,300
7737,188.16000000000005,188.16000000000005,0,300
7738,134.4,134.4,0,300
